Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S06433300027,07/06/2012,2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,"617 SYCAMORE
WATERLOO 50703
(42.498, -92.335585)",07,Black Hawk,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64712,Ciroc Peach,6,750,$18.50,$27.74,24,$665.76,18.00,4.76
S06500600181,07/10/2012,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34061,Absolut Ruby Red,12,750,$10.14,$15.58,3,$46.74,2.25,0.59
S15070100014,10/10/2013,4138,Fareway Stores #657 / Indianola,1309 W 2ND,INDIANOLA,50125,"1309 W 2ND
INDIANOLA 50125
(41.356606, -93.579363)",91,Warren,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67526,Kahlua Coffee Liqueur,12,750,$9.75,$15.74,3,$47.22,2.25,0.59
S25907200009,06/02/2015,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,"1101 73RD STREET
WINDSOR HEIGHTS 50311
(41.599172, -93.718027)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,$9.50,$14.25,36,$513.00,36.00,9.51
S21216400010,09/17/2014,3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,"1600 UNIVERSITY AVE
DUBUQUE 52001
(42.498324, -90.687681)",31,Dubuque,1031200,VODKA FLAVORED,260,Diageo Americas,41796,Smirnoff Raspberry Vodka,12,750,$8.25,$12.38,3,$37.14,2.25,0.59
S04700500005,03/22/2012,4230,Fareway Stores #106 / Clive,10151 UNIVERSITY AVE,CLIVE,50325,"10151 UNIVERSITY AVE
CLIVE 50325
(41.600508, -93.75591)",77,Polk,1071100,AMERICAN COCKTAILS,330,Gemini Spirits,62420,Margaritaville Skinny Margarita,6,1750,$7.01,$10.52,6,$63.12,10.50,2.77
S03412100043,01/03/2012,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82,Scott,1031080,VODKA 80 PROOF,55,Sazerac North America,37935,Skol Vodka Traveler,12,750,$3.64,$5.45,12,$65.40,9.00,2.38
S19384100036,06/05/2014,3896,Smokin' Joe's #18 Tobacco and Liquor,1901 BROADWAY ST,IOWA CITY,52240,"1901 BROADWAY ST
IOWA CITY 52240
(41.641037, -91.52047)",52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,$5.50,$8.25,1,$8.25,0.50,0.13
S20377200053,07/29/2014,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,"1031 WEST ST
GRINNELL 50112
(41.745903, -92.727379)",79,Poweshiek,1012100,CANADIAN WHISKIES,260,Diageo Americas,11294,Crown Royal Canadian Whisky,24,375,$7.65,$11.48,8,$91.84,3.00,0.79
S09047300004,11/17/2012,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36976,Nikolai Vodka,12,750,$3.33,$5.00,12,$60.00,9.00,2.38
S16632000136,01/02/2014,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9428,Passport Scotch,6,1750,$14.00,$20.99,1,$20.99,1.75,0.46
S03589200051,01/17/2012,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,"2515 CHAMBERLAIN
AMES 50010
(42.02146, -93.650965)",85,Story,1011200,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,22216,Woodford Reserve Bourbon,6,750,$19.50,$29.24,2,$58.48,1.50,0.40
S22154800013,11/04/2014,4173,L and K Liquor,132 NORTH MAIN ST PO BOX 306,PAULLINA,51046,"132 NORTH MAIN ST PO BOX 306
PAULLINA 51046
(42.981363, -95.687687)",71,O'Brien,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,2,$28.96,1.50,0.40
S13573300018,07/25/2013,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,"1620 4TH AVE, SOUTH
DENISON 51442
(42.012395, -95.348616)",24,Crawford,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17958,Evan Williams Yr Str Bourbon,6,1750,$14.28,$21.43,6,$128.58,10.50,2.77
S05505700029,05/14/2012,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57,Linn,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,Campari(skyy),64996,Frangelico Liqueur,12,750,$10.76,$17.27,12,$207.24,9.00,2.38
S15154100026,10/15/2013,2518,Hy-Vee Wine and Spirits / Red Oak,1607 NORTH BROADWAY,RED OAK,51566,"1607 NORTH BROADWAY
RED OAK 51566
(41.019275, -95.232783)",69,Montgomery,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,125,"Cedar Ridge Vineyards,LLC",72950,Cedar Ridge Lemoncella,12,375,$8.00,$12.00,1,$12.00,0.38,0.10
S20830500175,08/25/2014,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47786,Courvoisier Vs Cognac,12,750,$15.75,$23.63,2,$47.26,1.50,0.40
S09227200068,11/29/2012,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,"1606 W LOCUST ST
DAVENPORT 52804
(41.538254, -90.599037)",82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,$6.17,$9.25,1,$9.25,0.50,0.13
S25876800070,05/27/2015,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,"1140 NORTH JEFFERSON ST
OTTUMWA 52501
(41.026754, -92.401538)",90,Wapello,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,$4.23,$6.35,10,$63.50,2.00,0.53
S24065600023,02/16/2015,4596,Quik Trip #534 / E University DM,2945 E UNIVERSITY,DES MOINES,50317,"2945 E UNIVERSITY
DES MOINES 50317
(41.600473, -93.559912)",77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,$4.54,$6.81,4,$27.24,1.50,0.40
S19812200049,06/27/2014,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,"113 SE DELAWARE AVE STE 101
ANKENY 50023
(41.731732, -93.58109)",77,Polk,1032080,IMPORTED VODKA,260,Diageo Americas,34457,Ketel One Imported Vodka,12,1000,$17.50,$26.25,2,$52.50,2.00,0.53
S25806200008,05/22/2015,3782,Bender Foods / Guttenburg,619 S HWY 52,GUTTENBURG,52052,"619 S HWY 52
GUTTENBURG 52052
(42.780054, -91.100479)",22,Clayton,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,$7.84,$11.76,6,$70.56,10.50,2.77
S21980100063,10/23/2014,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)",17,Cerro Gordo,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,693,Jack Daniel's TN Honey w/Flask,6,750,$14.53,$21.80,6,$130.80,4.50,1.19
S16011400020,12/02/2013,3403,Econ-o-mart / Columbus Junction,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,"113 EAST WALNUT ST.
COLUMBUS JUNCTION 52738
(41.280182, -91.358467)",58,Louisa,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,5,$78.65,3.75,0.99
S24968300069,04/08/2015,2596,Hy-Vee / Regal Liquors and Video,2453 NORTH COURT,OTTUMWA,52501,"2453 NORTH COURT
OTTUMWA 52501
",90,Wapello,1081200,CREAM LIQUEURS,421,"Sazerac Co., Inc.",73140,Chila Orchata,12,750,$8.67,$13.01,2,$26.02,1.50,0.40
S13781500010,08/07/2013,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,"2203 A AVENUE WEST
OSKALOOSA 52577
(41.298516, -92.669924)",62,Mahaska,1012100,CANADIAN WHISKIES,434,Luxco-St Louis,13038,Canadian Reserve Whisky,6,1750,$8.99,$13.49,6,$80.94,10.50,2.77
S11824500119,04/24/2013,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11,Buena Vista,1062310,SPICED RUM,35,"Bacardi U.S.A., Inc.",43206,Bacardi Oakheart,12,1000,$9.99,$14.99,1,$14.99,1.00,0.26
S22064600047,10/29/2014,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97,Woodbury,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65065,Goldschlager Cinnamon Schnapps,12,375,$7.13,$10.70,2,$21.40,0.75,0.20
S28322400029,10/07/2015,2667,Hy-Vee Mainstreet,2611 PIERCE ST,SIOUX CITY,51104,"2611 PIERCE ST
SIOUX CITY 51104
(42.517653, -96.40514)",97,Woodbury,1062310,SPICED RUM,395,Proximo,46504,Kraken Black Spiced Rum,12,750,$10.00,$15.00,2,$30.00,1.50,0.40
S16323400062,12/17/2013,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,"522 MULBERRY, SUITE A
MUSCATINE 52761
",70,Muscatine,1031080,VODKA 80 PROOF,55,Sazerac North America,37936,Skol Vodka,12,750,$3.64,$5.45,5,$27.25,3.75,0.99
S27581200102,08/27/2015,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34423,Grey Goose Vodka,12,375,$9.00,$13.50,3,$40.50,1.12,0.30
S21966800059,10/22/2014,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,"107 N PORTLAND ST PO BX 222
BANCROFT 50517
(43.29355, -94.218)",55,Kossuth,1032200,IMPORTED VODKA - MISC,395,Proximo,34972,Three Olives Cherry Vodka,12,750,$9.96,$14.94,1,$14.94,0.75,0.20
S20147600044,07/16/2014,4963,Jeff's Market / Durant,"408, 6TH AVE",DURANT,52747,"408, 6TH AVE
DURANT 52747
(41.600607, -90.911744)",16,Cedar,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,2,$21.52,3.50,0.92
S26417000134,06/25/2015,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17,Cerro Gordo,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43120,Bacardi Superior PET,6,1750,$15.00,$22.50,6,$135.00,10.50,2.77
S18776200003,05/05/2014,4839,DS Services LLC,87 8th ST N,Northwood,50459,"87 8th ST N
Northwood 50459
(43.444481, -93.220898)",98,Worth,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$10.74,$16.49,12,$197.88,9.00,2.38
S04875100053,04/03/2012,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,$9.44,$14.16,12,$169.92,9.00,2.38
S22714500180,12/03/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,35,"Bacardi U.S.A., Inc.",66836,St. Germain,6,750,$19.50,$29.25,2,$58.50,1.50,0.40
S10185600015,01/23/2013,4807,Williamsburg Foods,"103, W WALNUT ST",WILLIAMSBURG,52361,"103, W WALNUT ST
WILLIAMSBURG 52361
(41.662819, -92.007382)",48,Iowa,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,$10.39,$15.59,2,$31.18,1.50,0.40
S16427400033,12/20/2013,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17,Cerro Gordo,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,$15.00,$22.49,12,$269.88,12.00,3.17
S07532600146,09/04/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,68611,McCormick's Irish Cream,12,750,$6.39,$9.59,1,$9.59,0.75,0.20
S04528400004,03/13/2012,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,"1324, 1st AVE E
NEWTON 50208
(41.699173, -93.035654)",50,Jasper,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),77776,Wild Turkey American Honey,12,750,$10.50,$15.75,1,$15.75,0.75,0.20
S21656900224,10/08/2014,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97,Woodbury,1081305,APPLE SCHNAPPS,55,Sazerac North America,84159,99 Apples,12,750,$7.80,$11.70,1,$11.70,0.75,0.20
S19930700004,07/10/2014,4013,Wal-Mart 0841 / Tipton,1126 HIGHWAY 38 NORTH,TIPTON,52772,"1126 HIGHWAY 38 NORTH
TIPTON 52772
(41.437464, -91.030702)",16,Cedar,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,$6.87,$10.30,12,$123.60,9.00,2.38
S14977900006,10/07/2013,4630,EZ Stop / Davenport,2923 BRADY ST,DAVENPORT,52803,"2923 BRADY ST
DAVENPORT 52803
(41.549885, -90.570604)",82,Scott,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36887,McCormick Vodka,12,1000,$4.13,$6.20,12,$74.40,12.00,3.17
S08383900006,10/16/2012,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
(41.368503, -93.558425)",91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43388,Castillo Silver Rum,6,1750,$8.33,$12.49,6,$74.94,10.50,2.77
S22792500059,12/08/2014,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1041100,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31473,New Amsterdam Gin,6,1750,$13.32,$19.98,6,$119.88,10.50,2.77
S23966900010,02/10/2015,2475,"Private Cellar, Inc.",206 2ND AVE NE,WEST BEND,50597,"206 2ND AVE NE
WEST BEND 50597
(42.96298, -94.443)",55,Kossuth,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",18006,Buffalo Trace Bourbon,12,750,$12.48,$18.72,3,$56.16,2.25,0.59
S09196400014,11/28/2012,4014,Wal-Mart 1732 / Denison,510 C AVE,DENISON,51442,"510 C AVE
DENISON 51442
",24,Crawford,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$17.50,$26.24,12,$314.88,21.00,5.55
S26024000015,06/04/2015,4369,Kum & Go #28 / Norwalk,2992 SUNSET DR,NORWALK,50211,"2992 SUNSET DR
NORWALK 50211
(41.494857, -93.674051)",91,Warren,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,$6.52,$9.78,4,$39.12,1.50,0.40
S11798100008,04/23/2013,4464,Perfect Value Liquor Mart,5B  LINCOLN AVE,ELDRIDGE,52748,"5B LINCOLN AVE
ELDRIDGE 52748
(41.695329, -90.547796)",82,Scott,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,$1.93,$2.89,24,$69.36,9.00,2.38
S14861000018,10/01/2013,4099,Chubbys Liquor,68 MONROE PO BOX 249,FLOYD,50435,"68 MONROE PO BOX 249
FLOYD 50435
",34,Floyd,1031200,VODKA FLAVORED,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,$9.65,$14.47,1,$14.47,0.75,0.20
S25027500053,04/13/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)",07,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,34702,Pearl Pomegranate Vodka,12,750,$7.86,$11.79,1,$11.79,0.75,0.20
S24508600014,03/12/2015,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,"2310 HUBBELL AVE
DES MOINES 50317
(41.604313, -93.573844)",77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,$4.05,$6.08,12,$72.96,12.00,3.17
S03679400002,01/23/2012,2498,Charley's Quik Shop,910 MAIN ST,ARLINGTON,50606,"910 MAIN ST
ARLINGTON 50606
(42.751073, -91.674802)",33,Fayette,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54444,Paramount Apricot Flavored Brandy,24,375,$3.34,$5.00,12,$60.00,4.50,1.19
S19070800012,05/20/2014,4274,Ruthven Meat Processing,1701 RAILROAD ST,RUTHVEN,51358,"1701 RAILROAD ST
RUTHVEN 51358
(43.130922, -94.897368)",74,Palo Alto,1012200,SCOTCH WHISKIES,55,Sazerac North America,8827,Lauder's,12,1000,$6.14,$9.21,6,$55.26,6.00,1.59
S19290600032,06/02/2014,3808,Thriftway,300  4TH ST,LA PORTE CITY,50651,"300 4TH ST
LA PORTE CITY 50651
(42.316243, -92.190812)",07,Black Hawk,1071100,AMERICAN COCKTAILS,308,"Mango Bottling, Inc.",77545,Tooters Apple-Tini Mini,12,375,$5.75,$8.62,1,$8.62,0.38,0.10
S06224100127,06/25/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$14.99,3,$44.97,2.25,0.59
S15086300023,10/14/2013,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)",17,Cerro Gordo,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,$8.78,$13.68,6,$82.08,10.50,2.77
S16693600047,01/07/2014,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$21.77,$32.66,12,$391.92,12.00,3.17
S12128600021,05/09/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57,Linn,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.62,$11.43,12,$137.16,12.00,3.17
S28762500025,10/29/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77,Polk,1011250,SINGLE BARREL BOURBON WHISKIES,259,Heaven Hill Brands,18120,Evan Williams Vintage,6,750,$14.97,$22.46,3,$67.38,2.25,0.59
S15686100060,11/19/2013,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,$3.73,$5.59,1,$5.59,0.50,0.13
S07892100023,09/24/2012,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,"114 S SECOND
CHEROKEE 51012
(42.749161, -95.551309)",18,Cherokee,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$10.45,$15.67,12,$188.04,21.00,5.55
S09745300080,12/27/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1081200,CREAM LIQUEURS,205,E AND J GALLO WINERY,80136,E & J Cask & Cream,12,750,$4.99,$7.49,2,$14.98,1.50,0.40
S27807300037,09/09/2015,4463,Casey's General Store #3031 / Garner,145 US HWY 18 W,GARNER,50438,"145 US HWY 18 W
GARNER 50438
(43.105833, -93.603007)",41,Hancock,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76042,Midnight Moon Blackberry,6,750,$11.50,$17.25,6,$103.50,4.50,1.19
S16869800017,01/16/2014,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)",52,Johnson,1071100,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,$8.20,$12.30,6,$73.80,10.50,2.77
S16484300214,12/26/2013,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77,Polk,1031080,VODKA 80 PROOF,322,Prestige Wine and Spirits Group,37146,Opulent Vodka,6,750,$10.04,$15.06,4,$60.24,3.00,0.79
S25010500014,04/13/2015,3461,Hometown Foods / Stuart,611 S DIVISION ST,STUART,50250,"611 S DIVISION ST
STUART 50250
(41.503441, -94.318377)",01,Adair,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,12,$94.20,9.00,2.38
S13823500014,08/08/2013,4103,Fareway Stores #093 / Ames,3619 STANGE RD,AMES,50010,"3619 STANGE RD
AMES 50010
(42.057106, -93.645008)",85,Story,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,6,$64.74,10.50,2.77
S09044700157,11/17/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53,Jones,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,$5.47,$8.21,2,$16.42,1.50,0.40
S29336600009,11/30/2015,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5040,Glenlivet 18yr,6,750,$49.99,$74.99,1,$74.99,0.75,0.20
S25395000019,04/30/2015,4615,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,"1303 NORTH FEDERAL AVE
MASON CITY 50401
(43.163663, -93.201061)",17,Cerro Gordo,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,$19.99,$29.99,6,$179.94,10.50,2.77
S14677200030,09/19/2013,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.60,$11.40,12,$136.80,21.00,5.55
S23448300005,01/13/2015,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13TH ST NORTH,HUMBOLDT,50548,"1011 13TH ST NORTH
HUMBOLDT 50548
(42.73356, -94.227117)",46,Humboldt,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,$5.78,$8.67,12,$104.04,9.00,2.38
S20098400115,07/15/2014,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64,Marshall,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.62,24,$422.88,24.00,6.34
S25776200101,05/21/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1012300,IRISH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,$14.38,$21.57,3,$64.71,2.25,0.59
S16301600086,12/16/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,65,Jim Beam Brands,44486,Cruzan Dark Rum,12,750,$6.82,$10.23,12,$122.76,9.00,2.38
S27410100007,08/19/2015,4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,"145 UNIVERSITY AVE
DES MOINES 50314
(41.600419, -93.61947)",77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53210,Paul Masson Grande Amber Brandy,48,100,$1.00,$1.50,48,$72.00,4.80,1.27
